ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1444148714.43531,1064,10,psql,,-1,2015-10-06 12:25:14.412302-04,2015-10-06 12:25:14.416234-04,2015-10-06 12:25:14.422458-04,f,"EXPLAIN
select
	sum(l_extendedprice) / 7.0 as avg_yearly
from
	lineitem,
	part
where
	p_partkey = l_partkey
	and p_brand = 'Brand#25'
	and p_container = 'LG CAN'
	and l_quantity < (
		select
			0.2 * avg(l_quantity)
		from
			lineitem
		where
			l_partkey = p_partkey
	);",active,2015-10-06 12:25:14.418905-04
1444148714.43531,1082,10,psql,127.0.0.1,48039,2015-10-06 12:25:14.428909-04,2015-10-06 12:25:14.4392-04,2015-10-06 12:25:14.450903-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:25:14.441188-04
1444148714.43531,1081,10,psql,127.0.0.1,48035,2015-10-06 12:25:14.418672-04,2015-10-06 12:25:14.438075-04,2015-10-06 12:25:14.447605-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:25:14.444272-04
1444148714.43531,1083,10,psql,127.0.0.1,48041,2015-10-06 12:25:14.431498-04,2015-10-06 12:25:14.433164-04,2015-10-06 12:25:14.435399-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:25:14.434613-04
1444148714.43531,1086,10,psql,127.0.0.1,48048,2015-10-06 12:25:14.432007-04,2015-10-06 12:25:14.43398-04,2015-10-06 12:25:14.435638-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:25:14.435141-04
1444148714.43531,1084,10,psql,127.0.0.1,48044,2015-10-06 12:25:14.435186-04,2015-10-06 12:25:14.437686-04,2015-10-06 12:25:14.442994-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:25:14.440832-04
1444148774.92653,1478,10,psql,,-1,2015-10-06 12:25:45.836123-04,2015-10-06 12:25:45.837-04,2015-10-06 12:25:45.839296-04,f,"select
	l_orderkey,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	o_orderdate,
	o_shippriority
from
	customer,
	orders,
	lineitem
where
	c_mktsegment = 'BUILDING'
	and c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate < date '1995-03-30'
	and l_shipdate > date '1995-03-30'
group by
	l_orderkey,
	o_orderdate,
	o_shippriority
order by
	revenue desc,
	o_orderdate
LIMIT 10;",active,2015-10-06 12:25:45.838858-04
1444148774.92653,1554,10,psql,,-1,2015-10-06 12:26:14.311956-04,2015-10-06 12:26:14.312915-04,2015-10-06 12:26:14.314614-04,f,UPDATE time_statistics SET e_time = CURRENT_TIMESTAMP WHERE task_name = 'PERF.THRUPUT.QS2.Q16',active,2015-10-06 12:26:14.314165-04
1444148774.92653,1546,10,psql,,-1,2015-10-06 12:26:02.108708-04,2015-10-06 12:26:02.109326-04,2015-10-06 12:26:02.110721-04,f,"COPY lineitem
FROM '/tmp/dbt3/dss/lineitem.tbl.u4'
USING DELIMITERS '|';",active,2015-10-06 12:26:02.11039-04
1444148774.92653,1577,10,psql,127.0.0.1,48204,2015-10-06 12:26:14.9099-04,2015-10-06 12:26:14.910645-04,2015-10-06 12:26:14.912182-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2015-10-06 12:26:14.911836-04
1444148774.92653,1582,10,psql,127.0.0.1,48216,2015-10-06 12:26:14.91209-04,,2015-10-06 12:26:14.92274-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",idle,2015-10-06 12:26:14.923234-04
1444148774.92653,1581,10,psql,127.0.0.1,48215,2015-10-06 12:26:14.912835-04,2015-10-06 12:26:14.915451-04,2015-10-06 12:26:14.923615-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2015-10-06 12:26:14.921385-04
1444148774.92653,1580,10,psql,127.0.0.1,48214,2015-10-06 12:26:14.913756-04,2015-10-06 12:26:14.925071-04,2015-10-06 12:26:14.937242-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-10-06 12:26:14.926317-04
1444148774.92653,1579,10,psql,127.0.0.1,48207,2015-10-06 12:26:14.914647-04,2015-10-06 12:26:14.924864-04,2015-10-06 12:26:14.936578-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2015-10-06 12:26:14.927053-04
1444148834.4543,1700,10,psql,,-1,2015-10-06 12:26:58.905511-04,2015-10-06 12:26:58.906294-04,2015-10-06 12:26:58.9083-04,f,"select
	nation,
	o_year,
	sum(amount) as sum_profit
from
	(
		select
			n_name as nation,
			extract(year from o_orderdate) as o_year,
			l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount
		from
			part,
			supplier,
			lineitem,
			partsupp,
			orders,
			nation
		where
			s_suppkey = l_suppkey
			and ps_suppkey = l_suppkey
			and ps_partkey = l_partkey
			and p_partkey = l_partkey
			and o_orderkey = l_orderkey
			and s_nationkey = n_nationkey
			and p_name like '%ghost%'
	) as profit
group by
	nation,
	o_year
order by
	nation,
	o_year desc;",active,2015-10-06 12:26:58.907885-04
1444148834.4543,1717,10,psql,,-1,2015-10-06 12:27:11.097699-04,2015-10-06 12:27:11.098466-04,2015-10-06 12:27:11.100248-04,f,"select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'FRANCE'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'FRANCE'
		)
order by
	value desc;",active,2015-10-06 12:27:11.099874-04
