BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#52'
	and p_type not like 'SMALL BURNISHED%'
	and p_size in (12, 26, 23, 5, 24, 21, 6, 49)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BURNISHED NICKEL  |     21 |          104
 Brand#15   | LARGE BURNISHED STEEL     |      6 |          100
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          100
 Brand#14   | LARGE PLATED BRASS        |     24 |           96
 Brand#14   | STANDARD PLATED BRASS     |     26 |           96
 Brand#23   | STANDARD ANODIZED TIN     |      6 |           96
 Brand#34   | MEDIUM BRUSHED STEEL      |     23 |           96
 Brand#11   | STANDARD BRUSHED TIN      |     23 |           92
 Brand#22   | LARGE PLATED TIN          |     24 |           92
 Brand#23   | ECONOMY BURNISHED BRASS   |     24 |           92
 Brand#25   | MEDIUM ANODIZED STEEL     |      6 |           92
 Brand#31   | STANDARD ANODIZED STEEL   |     24 |           92
 Brand#13   | MEDIUM ANODIZED NICKEL    |     21 |           91
 Brand#45   | LARGE ANODIZED BRASS      |      5 |           91
 Brand#12   | LARGE BRUSHED TIN         |     12 |           88
 Brand#14   | SMALL POLISHED COPPER     |      6 |           88
 Brand#15   | ECONOMY ANODIZED NICKEL   |     24 |           88
 Brand#15   | MEDIUM BURNISHED TIN      |      6 |           88
 Brand#21   | SMALL ANODIZED STEEL      |     23 |           88
 Brand#21   | SMALL BRUSHED NICKEL      |     21 |           88
 Brand#21   | SMALL POLISHED NICKEL     |     23 |           88
 Brand#22   | LARGE ANODIZED BRASS      |     24 |           88
 Brand#23   | PROMO POLISHED STEEL      |     23 |           88
 Brand#23   | STANDARD BURNISHED NICKEL |     21 |           88
 Brand#25   | PROMO BRUSHED STEEL       |     24 |           88
 Brand#31   | MEDIUM POLISHED STEEL     |      6 |           88
 Brand#33   | PROMO BRUSHED STEEL       |     21 |           88
 Brand#33   | PROMO BURNISHED TIN       |     49 |           88
 Brand#33   | SMALL BRUSHED STEEL       |      6 |           88
 Brand#33   | STANDARD ANODIZED BRASS   |     49 |           88
 Brand#33   | STANDARD PLATED COPPER    |     12 |           88
 Brand#34   | LARGE BRUSHED NICKEL      |     23 |           88
 Brand#34   | MEDIUM ANODIZED COPPER    |      5 |           88
 Brand#42   | LARGE ANODIZED COPPER     |     49 |           88
 Brand#43   | STANDARD BRUSHED COPPER   |      6 |           88
 Brand#43   | STANDARD POLISHED TIN     |     23 |           88
 Brand#44   | LARGE BRUSHED COPPER      |      6 |           88
 Brand#44   | STANDARD BURNISHED STEEL  |      5 |           88
 Brand#45   | LARGE ANODIZED NICKEL     |      5 |           88
 Brand#53   | ECONOMY ANODIZED COPPER   |     23 |           88
 Brand#54   | PROMO POLISHED STEEL      |     26 |           88
 Brand#54   | SMALL ANODIZED COPPER     |     49 |           88
 Brand#54   | STANDARD BRUSHED NICKEL   |      5 |           88
 Brand#55   | LARGE BURNISHED COPPER    |      6 |           88
 Brand#22   | ECONOMY ANODIZED TIN      |      5 |           87
 Brand#44   | SMALL PLATED STEEL        |     12 |           87
 Brand#51   | MEDIUM BURNISHED TIN      |      5 |           87
 Brand#12   | ECONOMY BRUSHED STEEL     |      5 |           84
 Brand#12   | PROMO BURNISHED NICKEL    |     26 |           84
 Brand#13   | ECONOMY ANODIZED COPPER   |     24 |           84
 Brand#13   | LARGE BRUSHED NICKEL      |     23 |           84
 Brand#13   | MEDIUM BRUSHED BRASS      |      6 |           84
 Brand#13   | MEDIUM POLISHED TIN       |     12 |           84
 Brand#13   | SMALL POLISHED BRASS      |     21 |           84
 Brand#14   | ECONOMY POLISHED BRASS    |      5 |           84
 Brand#21   | ECONOMY BURNISHED TIN     |     26 |           84
 Brand#21   | LARGE PLATED STEEL        |     12 |           84
 Brand#21   | PROMO BRUSHED STEEL       |     49 |           84
 Brand#21   | SMALL BRUSHED TIN         |      6 |           84
 Brand#22   | ECONOMY BURNISHED BRASS   |     12 |           84
 Brand#22   | PROMO POLISHED COPPER     |      5 |           84
 Brand#22   | SMALL PLATED STEEL        |     12 |           84
 Brand#22   | STANDARD BURNISHED BRASS  |     12 |           84
 Brand#24   | MEDIUM BURNISHED STEEL    |     12 |           84
 Brand#24   | MEDIUM PLATED BRASS       |      6 |           84
 Brand#24   | PROMO ANODIZED BRASS      |     21 |           84
 Brand#24   | PROMO ANODIZED NICKEL     |     21 |           84
 Brand#24   | PROMO PLATED TIN          |      5 |           84
 Brand#31   | PROMO BURNISHED COPPER    |      5 |           84
 Brand#32   | MEDIUM BURNISHED NICKEL   |     24 |           84
 Brand#33   | MEDIUM BURNISHED COPPER   |     49 |           84
 Brand#33   | STANDARD POLISHED STEEL   |     24 |           84
 Brand#34   | ECONOMY POLISHED COPPER   |      5 |           84
 Brand#34   | LARGE BURNISHED COPPER    |     23 |           84
 Brand#34   | PROMO PLATED BRASS        |      6 |           84
 Brand#34   | SMALL ANODIZED BRASS      |     26 |           84
 Brand#41   | ECONOMY ANODIZED TIN      |     26 |           84
 Brand#41   | ECONOMY PLATED BRASS      |     49 |           84
 Brand#41   | SMALL PLATED NICKEL       |     12 |           84
 Brand#42   | ECONOMY ANODIZED NICKEL   |     12 |           84
 Brand#42   | MEDIUM BURNISHED NICKEL   |     23 |           84
 Brand#42   | SMALL ANODIZED COPPER     |     12 |           84
 Brand#42   | SMALL BRUSHED BRASS       |     23 |           84
 Brand#43   | ECONOMY ANODIZED NICKEL   |      6 |           84
 Brand#43   | PROMO ANODIZED BRASS      |     23 |           84
 Brand#43   | PROMO BRUSHED COPPER      |      5 |           84
 Brand#44   | STANDARD POLISHED TIN     |     21 |           84
 Brand#53   | SMALL BRUSHED TIN         |     23 |           84
 Brand#54   | LARGE BURNISHED BRASS     |     49 |           84
 Brand#54   | LARGE POLISHED COPPER     |      5 |           84
 Brand#55   | LARGE BURNISHED STEEL     |     21 |           84
 Brand#13   | PROMO BURNISHED NICKEL    |     24 |           83
 Brand#22   | STANDARD POLISHED NICKEL  |     24 |           83
 Brand#34   | LARGE ANODIZED STEEL      |      6 |           83
 Brand#11   | ECONOMY POLISHED COPPER   |     23 |           80
 Brand#11   | SMALL BRUSHED TIN         |     23 |           80
 Brand#11   | STANDARD PLATED COPPER    |     26 |           80
 Brand#11   | STANDARD PLATED TIN       |     24 |           80
 Brand#12   | LARGE BURNISHED NICKEL    |     21 |           80
 Brand#12   | LARGE BURNISHED TIN       |     24 |           80
 Brand#12   | MEDIUM BRUSHED TIN        |      5 |           80
 Brand#12   | STANDARD POLISHED COPPER  |     23 |           80
 Brand#12   | STANDARD POLISHED NICKEL  |      6 |           80
 Brand#13   | LARGE BRUSHED TIN         |     21 |           80
 Brand#13   | LARGE PLATED STEEL        |     24 |           80
 Brand#13   | PROMO POLISHED BRASS      |     23 |           80
 Brand#13   | SMALL PLATED COPPER       |     21 |           80
 Brand#13   | STANDARD POLISHED STEEL   |      5 |           80
 Brand#14   | PROMO BURNISHED TIN       |     24 |           80
 Brand#14   | STANDARD ANODIZED COPPER  |     24 |           80
 Brand#14   | STANDARD BURNISHED BRASS  |     49 |           80
 Brand#15   | ECONOMY ANODIZED TIN      |     49 |           80
 Brand#15   | LARGE ANODIZED NICKEL     |     24 |           80
 Brand#15   | LARGE BRUSHED TIN         |      5 |           80
 Brand#15   | MEDIUM ANODIZED TIN       |     26 |           80
 Brand#15   | PROMO POLISHED COPPER     |     26 |           80
 Brand#15   | SMALL ANODIZED TIN        |     49 |           80
 Brand#15   | SMALL PLATED BRASS        |     26 |           80
 Brand#21   | LARGE PLATED BRASS        |     23 |           80
 Brand#21   | MEDIUM BURNISHED TIN      |      6 |           80
 Brand#21   | PROMO ANODIZED BRASS      |     23 |           80
 Brand#21   | PROMO BRUSHED COPPER      |     21 |           80
 Brand#21   | PROMO PLATED STEEL        |     21 |           80
 Brand#21   | STANDARD BRUSHED TIN      |     24 |           80
 Brand#22   | ECONOMY ANODIZED STEEL    |     26 |           80
 Brand#22   | LARGE PLATED COPPER       |     49 |           80
 Brand#22   | PROMO PLATED COPPER       |     21 |           80
 Brand#23   | LARGE BURNISHED BRASS     |      5 |           80
 Brand#23   | MEDIUM ANODIZED TIN       |     12 |           80
 Brand#23   | PROMO POLISHED COPPER     |     12 |           80
 Brand#23   | SMALL ANODIZED NICKEL     |      5 |           80
 Brand#23   | SMALL ANODIZED STEEL      |     12 |           80
 Brand#23   | STANDARD BURNISHED NICKEL |     49 |           80
 Brand#24   | MEDIUM BURNISHED NICKEL   |      5 |           80
 Brand#24   | MEDIUM POLISHED TIN       |      6 |           80
 Brand#24   | SMALL POLISHED TIN        |     49 |           80
 Brand#25   | ECONOMY ANODIZED COPPER   |     24 |           80
 Brand#25   | ECONOMY PLATED TIN        |      6 |           80
 Brand#25   | MEDIUM BRUSHED TIN        |      5 |           80
 Brand#25   | PROMO PLATED BRASS        |     24 |           80
 Brand#25   | STANDARD BURNISHED NICKEL |     12 |           80
 Brand#31   | ECONOMY PLATED STEEL      |     24 |           80
 Brand#31   | MEDIUM PLATED COPPER      |     24 |           80
 Brand#31   | PROMO BURNISHED NICKEL    |      6 |           80
 Brand#31   | STANDARD PLATED BRASS     |     26 |           80
 Brand#31   | STANDARD PLATED COPPER    |     23 |           80
 Brand#31   | STANDARD PLATED COPPER    |     24 |           80
 Brand#32   | ECONOMY BURNISHED STEEL   |     23 |           80
 Brand#32   | LARGE BRUSHED STEEL       |      5 |           80
 Brand#32   | PROMO ANODIZED TIN        |      6 |           80
 Brand#32   | STANDARD POLISHED TIN     |     24 |           80
 Brand#33   | PROMO POLISHED STEEL      |     24 |           80
 Brand#33   | STANDARD PLATED TIN       |      6 |           80
 Brand#34   | MEDIUM BRUSHED BRASS      |     49 |           80
 Brand#34   | SMALL POLISHED TIN        |     26 |           80
 Brand#34   | STANDARD PLATED TIN       |      5 |           80
 Brand#34   | STANDARD POLISHED BRASS   |     26 |           80
 Brand#35   | MEDIUM POLISHED BRASS     |      6 |           80
 Brand#35   | PROMO PLATED STEEL        |     23 |           80
 Brand#35   | SMALL BRUSHED TIN         |      5 |           80
 Brand#35   | STANDARD BRUSHED STEEL    |     12 |           80
 Brand#41   | LARGE BURNISHED STEEL     |     23 |           80
 Brand#41   | MEDIUM BRUSHED TIN        |      6 |           80
 Brand#41   | STANDARD BRUSHED COPPER   |     26 |           80
 Brand#41   | STANDARD BURNISHED NICKEL |     21 |           80
 Brand#41   | STANDARD POLISHED COPPER  |     23 |           80
 Brand#42   | MEDIUM ANODIZED NICKEL    |     49 |           80
 Brand#42   | MEDIUM PLATED BRASS       |     49 |           80
 Brand#42   | PROMO BRUSHED TIN         |     21 |           80
 Brand#42   | PROMO PLATED COPPER       |     23 |           80
 Brand#42   | STANDARD POLISHED TIN     |     23 |           80
 Brand#43   | LARGE ANODIZED TIN        |     26 |           80
 Brand#43   | MEDIUM POLISHED NICKEL    |      6 |           80
 Brand#43   | PROMO BRUSHED COPPER      |     49 |           80
 Brand#43   | PROMO BRUSHED TIN         |     49 |           80
 Brand#43   | STANDARD BRUSHED TIN      |     23 |           80
 Brand#44   | ECONOMY ANODIZED COPPER   |      5 |           80
 Brand#44   | ECONOMY ANODIZED COPPER   |     12 |           80
 Brand#44   | PROMO ANODIZED COPPER     |      5 |           80
 Brand#44   | PROMO POLISHED NICKEL     |     49 |           80
 Brand#44   | SMALL POLISHED NICKEL     |     24 |           80
 Brand#45   | PROMO BRUSHED TIN         |      5 |           80
 Brand#45   | SMALL POLISHED NICKEL     |     23 |           80
 Brand#51   | ECONOMY POLISHED COPPER   |      5 |           80
 Brand#51   | LARGE PLATED TIN          |     21 |           80
 Brand#51   | SMALL BRUSHED COPPER      |     21 |           80
 Brand#53   | MEDIUM BRUSHED NICKEL     |     12 |           80
 Brand#53   | SMALL ANODIZED NICKEL     |     12 |           80
 Brand#53   | STANDARD BURNISHED BRASS  |      5 |           80
 Brand#55   | PROMO POLISHED BRASS      |     26 |           80
 Brand#55   | SMALL POLISHED COPPER     |     12 |           80
 Brand#55   | STANDARD BRUSHED BRASS    |     24 |           80
 Brand#55   | STANDARD PLATED BRASS     |      5 |           80
 Brand#12   | MEDIUM BURNISHED NICKEL   |     49 |           79
 Brand#23   | LARGE BRUSHED COPPER      |      6 |           79
 Brand#35   | PROMO BURNISHED BRASS     |      6 |           79
 Brand#42   | PROMO PLATED NICKEL       |     23 |           79
 Brand#42   | STANDARD BURNISHED NICKEL |     24 |           79
 Brand#45   | ECONOMY ANODIZED TIN      |     23 |           79
 Brand#45   | MEDIUM POLISHED NICKEL    |     49 |           79
 Brand#54   | MEDIUM ANODIZED TIN       |     24 |           79
 Brand#55   | MEDIUM POLISHED TIN       |     26 |           79
 Brand#11   | LARGE BRUSHED TIN         |     26 |           76
 Brand#11   | MEDIUM BRUSHED COPPER     |     49 |           76
 Brand#11   | PROMO BRUSHED NICKEL      |     24 |           76
 Brand#11   | PROMO PLATED BRASS        |     12 |           76
 Brand#11   | STANDARD PLATED NICKEL    |     23 |           76
 Brand#11   | STANDARD POLISHED STEEL   |     26 |           76
 Brand#12   | ECONOMY POLISHED BRASS    |     21 |           76
 Brand#12   | LARGE ANODIZED BRASS      |     21 |           76
