BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'FRANCE'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'FRANCE'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     752477 | 20821395.9083862
    1094813 | 19016652.3977051
    1240817 | 18369985.9472656
     889688 | 18167100.8444824
     349679 | 18037069.6403198
    1533899 | 17905993.1618652
     153623 | 17726849.8793945
    1064599 |  17424636.715332
    1792374 | 17280751.0993652
    1325158 | 17257455.2599487
    1234244 | 17229986.8613892
    1343404 | 17186528.4089355
    1726524 | 17171462.6824341
    1769916 | 17149313.5806885
    1765969 | 17129203.2615967
    1456180 | 16934349.6315308
    1838593 | 16875784.1127319
    1222979 | 16712666.1309814
     139629 | 16705505.9069824
     510344 | 16688856.8112793
    1241051 | 16631580.4154663
     304718 | 16624356.7669678
     624864 | 16526059.9907227
     637366 | 16485452.8983154
     527173 |  16439202.864502
     923658 | 16412975.3408203
    1769616 | 16259923.2032776
     485443 | 16243087.2683716
      52201 | 16229816.3989258
     731575 | 16182567.2036743
    1499354 | 16175371.9475098
      99719 |  16153349.917572
     112432 |  16071337.578186
    1433958 | 16045972.3828125
     169735 | 16015927.8782959
    1236735 | 16002582.1314087
    1842980 | 16001274.9117737
     252068 | 15981128.0911255
     506671 | 15938744.0673828
     752146 | 15861185.2024536
     435233 |  15839181.664917
     925902 |  15830531.689209
     552151 | 15735202.9902344
    1799404 | 15727520.1088257
     470492 | 15709591.9085693
     119817 | 15695513.2617798
     132737 | 15648312.0509033
    1801132 | 15642979.7890015
    1746706 |     15629656.625
    1122562 | 15623648.6485596
    1217938 | 15575034.7987671
    1454641 | 15571548.5966797
     250611 |  15565223.607666
     508814 | 15544954.4692383
     729175 | 15543584.0914307
     952311 | 15535885.2507324
    1573200 | 15521465.8615112
    1223821 | 15484106.1316528
     465727 | 15461176.1569824
     974623 | 15434117.6503906
    1284296 | 15397793.3309326
     425125 | 15334186.1176758
     773453 | 15331145.8934937
     408279 |  15311455.600708
       2888 | 15284419.2026367
     481573 | 15281744.2174072
    1147476 | 15280552.2333984
