BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'ROMANIA'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'ROMANIA'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     314416 | 23257449.0293579
     173270 | 21432613.7376709
    1660482 | 21378119.8435059
    1846167 | 21259321.9116821
    1548421 | 18904949.1356812
    1410533 | 18409269.9641724
    1542460 | 18348734.3583984
     552189 | 18214248.2879028
    1929418 | 17631156.4085693
    1954437 | 17504668.3194275
    1990583 |  17486249.963623
    1603769 | 17401298.0803833
    1431600 | 17400782.1933594
    1225349 | 17380150.3388672
    1991160 | 17192963.1138916
    1620697 | 17044530.1734619
    1359797 | 16765674.1936646
     356142 | 16762134.4190063
     206125 | 16722524.3980713
      57747 | 16721635.2814941
     763540 | 16677973.2734375
    1967370 | 16665234.0727539
    1404304 | 16499798.8278809
     712708 | 16488381.6507568
    1790494 | 16444796.5685425
    1277148 | 16382369.0007324
    1653195 | 16368444.0073853
      39306 |  16281064.574585
     367048 | 16273770.1158447
    1479794 | 16196093.1044922
     184400 | 16138547.4111328
    1287179 | 16109225.3791504
     669520 | 16078359.6361694
    1769134 | 15974723.6677856
     245525 | 15961040.0131226
     880154 | 15882145.9807739
     244414 | 15844730.7244263
    1865362 | 15824513.9351807
      12260 | 15792008.2608032
     927048 | 15764566.6704102
    1452265 | 15760921.5959473
    1298674 | 15735841.7446289
    1471441 | 15733303.3619385
      32747 | 15711556.2606506
    1126300 | 15608368.8890381
    1741015 | 15540530.2859497
      58831 | 15519905.1030273
    1693899 |  15500861.015625
    1463145 | 15477321.9976196
     731296 | 15423047.2159424
     101005 | 15408727.1569214
     811345 | 15338067.0700073
     260312 | 15335099.5760498
    1627204 |  15324290.635498
    1562233 | 15321917.5571899
     131042 | 15276014.7523804
    1159566 | 15272185.3033447
    1652588 | 15259306.0915527
    1025303 | 15259232.7750854
    1199240 | 15249244.4986572
    1267377 | 15237685.7391968
    1563545 |  15188343.749939
     738054 | 15182737.6119385
    1492488 | 15176309.6632004
     436510 | 15173650.2722778
     112595 | 15157269.6333008
    1320927 | 15121086.8126221
    1352644 | 15120903.6465454
    1211664 | 15112714.2442627
    1835309 | 15109645.5283203
    1660111 | 15084370.5297241
    1713075 | 15082912.4150391
    1180132 | 15074182.6318359
    1347009 | 15064287.7410278
    1210020 | 15059343.3731689
    1882852 | 15024968.0314941
    1105873 | 14972188.5073242
     295319 | 14947025.7692871
     841130 | 14939659.7825317
     182568 | 14923357.5629883
    1236676 | 14910279.6863403
    1910821 | 14879486.1697388
    1240243 | 14860492.3677979
     438758 | 14843980.9959106
     284625 | 14830234.2703247
     355743 | 14814492.6305542
     466790 | 14803684.1674805
     782550 | 14786783.8077393
     112540 | 14755587.7935791
    1097580 | 14715236.3453369
    1570226 | 14710192.8587341
     858817 | 14691454.7872314
    1850944 |  14656143.890686
      94418 | 14645083.3267212
    1631630 | 14635575.8723145
     265105 | 14624076.9766846
    1403351 | 14617693.8062134
     895443 | 14583476.6265869
    1166697 | 14581499.6661987
     755776 | 14574232.4005737
     518532 | 14565209.1876221
    1200337 | 14556552.5256958
     759866 | 14532098.6237183
     290861 |  14498526.126709
     992343 | 14487596.1599121
     157436 | 14485891.3466797
    1924101 | 14483206.7980957
     690087 | 14468977.9215698
    1183994 | 14460622.0623169
    1581503 | 14451220.8494263
    1890285 | 14422458.7351685
     443649 |   14415411.22052
     756361 | 14396777.9842529
     735993 | 14391949.2954712
    1198792 |  14360171.741272
    1497980 | 14311801.2211914
     357640 | 14308826.2580566
    1793908 | 14296365.1560059
     917277 | 14285339.4483643
     931915 | 14280984.5975952
     884577 | 14268269.0846558
     676008 | 14259769.6390381
     535929 | 14255929.9901733
    1868112 |  14250992.510498
    1240083 | 14243764.8839111
    1930220 | 14224825.9945679
     258766 | 14223159.6659546
    1383553 | 14209674.9485645
     845014 | 14207966.0670776
     568434 | 14198757.8410645
    1727304 |  14188471.793335
    1263611 | 14134556.3312988
     565293 | 14117128.4362183
     706120 | 14101051.2698975
     161059 | 14095134.4672241
     493883 | 14091259.2958984
     777199 | 14089665.4748535
     638027 | 14088918.3604736
    1445236 |  14082707.008667
     204555 | 14060921.6921997
     331794 | 14060317.4620361
     636739 | 14060245.6201172
    1167669 | 14043859.5629883
    1057419 | 14040332.8999023
     164743 | 14005941.3466187
     805979 | 13999890.2594604
    1099481 | 13995699.7598877
    1237612 | 13978020.9209595
    1768150 | 13954725.7016602
    1120114 | 13953443.4866333
    1584857 |  13923292.172821
    1656116 | 13915987.2526245
    1445989 | 13908976.5380859
    1714751 | 13898568.2613525
    1419052 | 13895103.2017212
    1643869 | 13892030.4230957
    1401988 | 13868462.7277222
     539264 |  13830499.072937
     919016 | 13826724.3462524
    1645710 | 13818720.0213623
     895643 | 13807552.7055054
      32174 | 13800400.1317749
     395238 | 13792145.5315552
    1837281 | 13788091.4873657
     159087 | 13770228.2529907
     556377 |  13765071.225769
     960905 | 13755197.7076416
     979656 | 13746981.7684326
    1651657 | 13737865.5074463
     857739 | 13733390.3907471
    1411463 | 13726682.9553223
     846483 | 13712653.3491516
     856358 |  13711226.353241
    1144694 | 13708109.5739746
     248397 | 13702901.8589478
      59080 | 13678658.8434448
    1628785 | 13675601.9181519
    1283800 | 13671877.5598755
      17652 | 13661831.2047119
    1084601 |  13660365.395813
    1442956 | 13656049.5743408
     396468 |  13650628.407959
    1399240 | 13640156.6181335
    1482529 | 13637490.9484253
    1881299 | 13608466.0363159
    1930398 |  13606789.048584
    1522309 | 13604992.2704468
    1236955 | 13603903.2588501
     356778 | 13599833.1505737
    1192276 | 13598232.1407471
    1359142 | 13560734.1154785
    1269506 | 13551847.5136719
     716222 | 13523489.5174561
    1615317 | 13522590.7885742
     915633 |  13520982.803833
     843917 | 13513557.1312866
     560477 | 13512200.2318115
      77486 |  13497971.145874
     215511 |  13482909.199585
     884004 |  13482480.887085
     548142 | 13481998.3880615
     572422 |  13479973.630127
     754780 | 13473250.9892578
     767042 | 13470693.7741699
    1470374 |  13454205.840271
    1367704 | 13451256.3925781
     771656 | 13444900.3978882
    1659783 | 13435638.9763184
    1606111 | 13431578.3370361
     331131 | 13405381.5557251
    1311462 | 13402721.3983154
    1444388 | 13400197.2891541
    1377743 | 13391347.5237427
    1269298 | 13387514.3283081
    1811150 | 13371601.1352539
     819495 | 13369435.9208374
     885971 | 13324924.1956787
    1103243 | 13319074.5189819
     911177 | 13309029.9050903
     440642 | 13303698.4541016
    1523380 | 13298572.3723145
     778694 | 13297497.4032593
    1164533 | 13294361.9832764
    1431382 | 13293353.1859131
    1125068 | 13288769.0488281
    1799052 | 13286161.9338989
    1122494 | 13284555.1413574
     442162 | 13281161.4235229
     856606 | 13278455.2932129
     735922 | 13271143.7156372
     530143 | 13269573.4075012
     576457 | 13267684.8183594
    1802758 | 13266362.2052002
    1571833 |  13265932.526123
    1291129 | 13264711.7723389
     594939 | 13252783.4222412
     619770 |  13247700.803833
    1181283 | 13240392.0026245
     408058 | 13229165.7767944
    1270358 | 13223967.7810516
    1183858 | 13223522.3459473
    1657115 | 13213093.4321289
    1769920 | 13212572.7663574
    1853887 | 13211999.0907593
     381540 | 13206163.9954834
    1113448 | 13167516.9347534
    1776754 | 13161505.9273682
     435931 | 13160083.5258179
    1752388 |      13159764.75
    1219944 | 13152041.4807129
    1052466 | 13140834.3435059
    1803870 | 13140161.8575439
     544300 | 13134275.4631348
     257508 | 13118449.4473877
    1554260 | 13100860.2213745
    1934612 | 13092436.4384766
     259962 | 13087065.4973145
    1893058 | 13085814.9818115
     594938 | 13080763.3533325
    1452171 | 13071531.5822754
    1158946 | 13065308.9229126
    1925548 |  13058249.798584
     518914 | 13056033.3766479
     374633 | 13046860.8496094
    1961915 | 13038308.6420898
    1761247 | 13028462.8464355
    1846296 | 13025174.5415039
     397936 | 13022666.8820801
    1145476 | 13016104.8348389
     355576 | 12999479.4899902
    1602188 | 12999106.7173462
     885837 | 12996953.6569824
    1636475 | 12972861.7010498
     310412 | 12971191.5501709
    1268494 | 12968654.3001709
     416671 | 12962865.2994995
    1046146 | 12947839.3580933
     403793 | 12942675.9697266
     672993 | 12941736.7121582
     285683 | 12932332.2398682
     341483 | 12924177.5916748
    1636818 | 12921820.8232422
    1353249 | 12920068.4024048
     876979 | 12919627.6519775
    1436479 | 12917346.1611938
    1300320 | 12913385.2780151
     702032 | 12906315.5200195
    1052880 | 12890572.4734802
    1829124 | 12887996.6374512
    1285986 | 12879871.0061646
     918251 | 12877971.9262085
    1995799 | 12870697.0234985
      38418 | 12868273.1640625
     944296 | 12864232.3627319
     212306 | 12861195.7242432
     398563 | 12855356.6000977
    1163873 | 12853975.6867676
     833809 |  12850054.884903
     160646 | 12849949.6537476
    1202347 | 12831299.1958618
    1127572 | 12827081.3763428
    1402842 | 12825841.7823486
     580153 | 12822920.0627441
      37612 | 12822381.3325806
     174453 | 12814999.1014404
     376482 | 12811553.7922363
     839108 | 12803180.8812256
    1263266 |  12800632.579895
    1927481 | 12797767.8346558
      41291 | 12794828.3206787
     175204 |   12792920.12854
     523034 | 12792691.2982788
      38084 | 12772926.1948242
    1394509 |  12771024.866394
    1662062 | 12754812.9595947
     315318 | 12753043.2519531
    1945605 | 12732475.3557739
     424455 | 12730604.7861938
    1310533 | 12727970.2775269
    1873921 | 12721762.1462402
     849060 | 12718071.0262451
    1034621 | 12708975.7571411
      20241 | 12702048.5531616
      12612 | 12701231.3120422
      45241 |  12700807.104248
    1513054 | 12694465.5691528
    1596098 |  12692626.980896
    1614297 | 12669068.8898926
    1557741 | 12667864.3959961
     352276 | 12664152.4901123
    1826907 | 12659525.5429993
     353663 | 12653608.5135498
     573960 |   12650769.59198
    1342434 | 12648200.6721802
    1745983 | 12628803.7177734
    1520766 | 12627023.0562134
    1889228 | 12622597.6500244
    1851469 | 12616073.4310913
     345033 |  12603110.770752
      93661 | 12594986.5648193
    1190179 | 12582872.0776367
     239968 | 12581585.7077637
    1878948 |   12581166.94104
    1615454 | 12576139.6817017
    1668769 | 12570563.2025146
    1570414 | 12567100.8083496
     458070 |  12566837.281189
    1524132 | 12562865.2476807
     996743 | 12562785.3112793
     176367 |  12557286.927002
    1824670 | 12555588.1992188
     522396 | 12554185.6179199
     499594 | 12552941.9866333
    1178967 | 12551456.0307617
     224927 |  12550283.848938
     850304 |  12548373.793335
     257435 | 12544782.8723145
     367939 | 12544144.2764282
    1199289 | 12540575.6877441
    1899575 | 12539794.1055298
     561419 | 12527853.3029175
     860820 | 12524615.0593262
     598029 | 12521702.4584961
     151557 | 12514923.9180298
     303322 | 12511932.8813477
    1748273 | 12511680.0222168
     905210 | 12511602.7614136
      76103 | 12508366.9217529
    1644092 | 12504295.5053711
    1247934 | 12497354.5982666
    1328404 | 12496516.4346313
